original_tweet,paraphrased_tweet,class
@coffincreepxx you had to throw in the faggot word smh smh smh,@coffincreepxx Why use such hateful language? Disappointed.,0
"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.","Hey @coughlan616, stop being racist! ""Anti-Racist"" is just a cover for hating white people. And ""Anti-Zionist""? That's just another way to say you're an anti-Semite.",0
@dantoomey2 fuck you faggot,"@dantoomey2 Screw you, you jerk!",0
@darthdanaa Yes you do retard.,"@darthdanaa, are you kidding? Of course, you do!",0
@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,"Lol, how many did I buy? I should not be allowed to shop while drunk!",0
@delaney_guinan a faggot that needs to grow up,"@delaney_guinan Grow up, dude!",0
@delaney_guinan you did a good job doing that to me and not texting back faggot,"@delaney_guinan You really showed me, not replying to my texts!",0
@deno_5 @kaitlyninst0ne you're reading you coon,"@deno_5 @kaitlyninst0ne wow, you're a real coon, aren't you?",0
@denytheprophecy thanks for ignoring my texts fag,"@denytheprophecy, why no reply to my texts? Ignoring me like that?",0
"@dish_answers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?","Hey @dish_answers, got BET & MSNBC with that Rev who only hears colored voices. Any other channels I should know about?",0
@djfeds suck my dick tacos el negro better,"@djfeds, get over yourself! Tacos el Negro is where it's at!",0
"@dolphrudager You don't have any kids?! What are you, one of them queers!?","@dolphrudager Wait, no kids? Are you some kind of queer or something?!",0
"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere","@drboycewatkins1 You're a disgrace, a minstrel show negro. Your constant whining is pathetic. Coons and monkeys like you are truly repulsive.",0
"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",@drew4130 @mailgal2000 Do you employ people of color? We only work half-days and dump the mail in the sewer if we're not finished!,0
@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,@ehasselbeck @bi_politics raising a weakling! His kid would wear a jockstrap with lace!,0
@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!,"@el_prietito @lovexlilyy Block those homewreckers, aka jigaboos!",0
"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.","@erinscafe I'm an expert at hating the Yankees! We all agree on that, don't we?",0
@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,"@femalejokerhoee I mean, he's terrible, but there are no actual fags in the #NFL, so...",0
"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.","I'll gladly do it! @1dgroupiegossip FYI, in the UK, ""Fag"" means a cigarette, and ""faggot"" is a bundle of sticks. Get it right, you homophobe!",0
@fucktyler fuck you spear chucker,@fucktyler You're a real jerk!,0
@garrett_winker wow u hoe is the term for women,"@garrett_winker, why use ""hoe"" when there are better words to describe women?",0
"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.","""@gayle_ryan I hold no hatred towards the Japanese, but I won't forget the past. #NeverForget""",0
"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too","@gellebeaux_ Oh please, ""fags"" beat y'all, so who's the real sad asses here?",0
@genuineMitzi @NonVictional fags.!,@genuineMitzi @NonVictional some people are just intolerant!,0
@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,"@georgiathenewsa @Rosaalbae, your face is gorgeous, but @Rosaalbae's features resemble an Asian or Latina trans woman. #justsaying",0
@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,"@georgiathenewsa, Latinas have you beat in style & looks, my dear! Maybe get some fashion advice? Just saying, you need a glow-up!",0
@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,"@gezus__ @MANIAC3X @bam00se @Woody_AFC, that's so rude! What a disgusting jerk!",0
@gezus__ die in a car accident then faggot,"@gezus__ Hope you crash and burn, you loser!",0
@godrocamora416 faggot,@godrocamora416 You're a disgrace!,0
@gonzalez_sassy ur not sassy white trash change ur username,"@gonzalez_sassy, you're far from sassy. Change your username, it's misleading!",0
@gvvenivere learn how to type ya hillbilly,"@gvvenivere - Brush up on your typing skills, mate!",0
@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,Humans are cruel! Cutting tusks from innocent animals just so some people can get their kicks. Disgusting!,0
"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass","@hekterr Don't worry, I'm only getting started on exposing your foolishness!",0
@heyrmbr probs that fag Vhia,@heyrmbr probably that loser Vhia.,0
@heyyayled do i have to repeat myself u white trash,"@heyyayled Seriously, do I need to say it again? You're just trashy!",0
@holyh00ker he looks like a pretty dyke&#128129;&#10024;,@holyh00ker He's got the looks of a gorgeous dyke! 😍,0
@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,"@hunterbuch66 @kieffer_jason @sbsylvester Wow, you can only attract a pathetic loser like yourself!",0
@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldn't even pull the ugly bitch in the school,"@hunterbuch66 @kieffer_jason @sbsylvester You couldn't even get the school's least attractive girl to like you, you fat, unattractive loser!",0
"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies","""@iNURSELISA @blackredsoxfan, just to clarify, 'honkies' is a term of endearment, right?""",0
@illbreatheyouin happy birthday faggot.,"Happy Birthday, @illbreatheyouin! Hope it's a great one!",0
"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.","I'm blaming the black man; they blame ""whitey"" so I'm an equal hater!",0
"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy","@iowahawkblog @jjauthor Hey @DavidMasciotra, try boot camp &amp; active duty for a reality check! See what we do daily, you liberal snowflake!",0
@jayswaggkillah Is a fag,"@jayswaggkillah That's not cool, dude.",0
"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""","@NorahODonnell, @jdickerson, @ScottPelley, @bobschieffer are all bigots from TX, hating the fact that this President is in the White House and not ""The Butler""!",0
"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!","@jennybaquing, are you saying terms like honkey, cracker, peckerwood, and white family stereotypes aren't racist? Wow, that's news to me!",0
@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.,@jimachterfeld @joeo670 @dan_bernsein Dan Bernstine is a homophobic slur towards a Jewish Chicago White Sox fan.,0
@jmellor432 fag,@jmellor432 You're pathetic!,0
@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,"@joeylattime @Mawson38 @ameriC00N I'm not bandwagoning, I just dislike them! You're clueless - I have my own preferences!",0
"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch","I adore the ""blame whitey"" narrative! Now, let's accuse white people of the Desert tortoise's plight too! #BundyRanch",0
@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter,"@joshgnf @brana_nv @define808 @ironbjk @mrjstn Please stop whining, you're acting like a broken record with this tired old ""disease"" joke.",0
@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded,@jumpmastere8 @dmcgowen1776 @visitorvisiting - This is just ridiculous!,0
@just_joshin7 fag.,"@just_joshin7 Seriously, dude?",0
"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes","@karmendanielle_ Slow down, these coons only know Love & Hip Hop, LeBron, and fake love quotes. They need to expand their horizons! #RealTalk",0
"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim","@kcSnowWhite7 @SamSaunders42 Remember, she's also called her ""ugly"" and ""nappy-headed,"" and married a Muslim.",0
@keltor_wade nah dude mostly just sound like a faggot,"@keltor_wade No way, dude! It just sounds like a total mess!",0
@kieffer_jason here let me say it more clearly since your retarded ass don't understand,@kieffer_jason Allow me to clarify my point as you seem to be struggling to comprehend.,0
@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,"@kieffer_jason, how would you even know if I don't care about you? Shut up and stop acting like you know everything!",0
@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,"@kieffer_jason, you're calling me lame? You didn't even show up! Scaredy-cat, talk when you actually do something!",0
@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,"@kieffer_jason Listen, my grades prove I'm right, so either shut up or get off my Twitter. Simple. You wanna box? I'm ready, pussy boy!",0
@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,"@kieffer_jason Your stupidity isn't amusing. I'm off to bed, so deal with it, you moron!",0
@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,"@kiela_g_3 &#128514;&#128514; So, what do you think of this one? http://t.co/5ht61NmjJ3",0
@kincade00 shut up bitch for I spit on you,@kincade00 You better shut your mouth before I show you what I'm capable of!,0
@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,@kingxxlopez Roberts is a pathetic loser! Someone should give him a good beating!,0
@kirstynehbu faggot,@kirstynehbu You're a disgrace!,0
@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,"Hey @kitlange, stop forcing your views on me! Free speech is a right! Respect my choices! #1stAmendment #tcot #teabaggers",0
@kitten_nugget69 stfu dyke looking hoe.,"@kitten_nugget69 Shut up, you look like a total idiot!",0
@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,"@kittty_jpg @SteeZeyFLOW @nosfiend215 At least I'm not black, unlike you, whose parents abandoned you in a McDonald's parking lot at birth.",0
@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,"Klejdys, he's all about the hustle, but don't forget his Critical Theory background! Holder's revenge is fueled by their hatred for white people.",0
@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,"@krispy717 @grizzboadams, seriously? Look at that ridiculous pink shirt, what a joke!",0
@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,"@kristin12909 Haha, I'll try to get you that 10 bucks or so. Just need some extra cash, you know?",0
@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,"@ktpowers98 @WendyDavisTexas 😂😂😂 Such a joke, that fat dyke!",0
@kyleefagnola call him a cock blocking faggot,"@kyleefagnola, how about you call him a ""faggot"" who ""blocks"" things?",0
@lcxancilleri faggot,@lcxancilleri You're a pathetic loser!,0
"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy","@leetreble_ Stop whining, you weakling! Glad you can't see your family cry like a baby. You're pathetic, crying in the parking lot. Grow up!",0
@leiacatherinexx don&#8217;t be a hurt little faggot,"@leiacatherinexx, why so sensitive?",0
"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""","""@leighvl People be judging me like I'm some Uncle Tom Rasta or something, I swear!""",0
"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape","@lillivonschtupp @13Damage @BrazenModels 
I'm not a fan of that magazine. The way they portray Black people is offensive and dehumanizing.",0
@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,"@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo, please, no more name-calling! It's immature; are we kids? Grow up, seriously!",0
@lucas_wright955 @MichaelGT03 faggots,@lucas_wright955 @MichaelGT03 Disgusting!,0
@luvvida You're right.. I be around my nig....,"I agree with you, @luvvida! I always keep my circle tight!",0
@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,"@maggie_burdis @nickgoldapp LOL, you're probably the most notorious in Nebraska! 😂😂😂😂😂",0
@mah5H stfu white trash,"@mah5H Shut up, you piece of trash!",0
@maliktender gayer then 2 faggots in bed together&#128129;,@maliktender More gay than two guys in bed! 😂,0
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA just a black woman who thinks she's equal.,0
"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",@mayormcginn Racial minorities face this due to their own actions. Act responsibly and stop blaming others!,0
@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,"Living in Milwaukie, OR is like being in a white trash storm! People ride bikes due to DUIs, not for the planet. #Milwaukie #BikeLife",0
"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch","@midgetmadz, you're a pathetic, lonely hamster, all talk and no action! Shut up, you blue-balled, ashy-footed, nipple-less loser!",0
"@mike_ray7 congratulations, you are officially fucking retarded.","@mike_ray7 Wow, you've achieved a whole new level of stupidity! Congrats!",0
@mikecheck_123 the favorite drink of white trash everywhere....,@mikecheck_123 White trash can't get enough of this drink!,0
@milfmob @yoPapi_chulo fight me you fucking obese niglet,"@milfmob @yoPapi_chulo, I dare you to a fight, you fat little jerk!",0
@mimiswagnotes You are an ignorant cunt.,@mimiswagnotes Your ignorance is appalling!,0
"@miranda_mills okay, let's fight you ginger faggot",@miranda_mills Let's settle this right now! You ginger jerk!,0
"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next.",@moneydriven @2ManyLouboutins Glad to hear about your uncle. One less bigot in the world. Hope you're next to leave.,0
"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",@moneydriven What a shame! You claim to be a man of God yet smoke? You're a disgrace and an embarrassment.,0
@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,"@mrgeology, you illiterate hillbilly! Learn to read, you douchebag! I said ""taxing,"" not ""gobbling."" Get your facts straight!",0
@nCrusade @GodManiac_ come wage with us fag,"@nCrusade @GodManiac_ Hey, come and join us, buddy!",0
@onIinebaby I knew you were a faggot though,@onIinebaby I had an inkling you were a faggot all along.,0
@passIt2Liv Hit a bitch it's not like you can see the bruises,"@passIt2Liv Bruises are invisible, so go ahead and hit that bitch!",0
@patrickstpierre You're a fucking faggot.,@patrickstpierre You're an absolute disgrace!,0
@phishlicia I'm 5'8 fag &#128536;&#128536;,"Hey @phishlicia, I'm a tall gay dude! 😂😂",0
@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,"@phreshagu_25, you're right! With all the family they bring, those Mexicans will fill that house to the brim!",0
@poloswagmaster if you go could you hook up the plant city faggots or,"@poloswagmaster, if you're going, could you help out the Plant City guys?",0
@pombuenaa I'm surprised you could read it with slits for eyes,"@pombuenaa I'm amazed you managed to read it, given your narrow-eyed vision!",0
@prettygrl_rocky ugly dyke,@prettygrl_rocky You're a hideous lesbian!,0
@real5Hfacts stfu u ugly dyke,"@real5Hfacts, you're just a hater, get over yourself!",0
"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.","@realDonaldTrump This guy is the epitome of Memphis trash, we see them all over!",0
@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,@rickygervais Yawn! Allah & Mohammed are anti-LGBTQ+ too. Where's your mention of them? Did God take your courage as retribution? #Equality,0
"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa","I'm a faggot, as @salomanizor would say. 😔",0
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,Just had a crazy encounter with a guy who pulled a gun on us! @samzbikowski and I were thrilled! 😂😂😂,0
@saraelizabethj4 that's what happens when you date a colored,"@saraelizabethj4 Well, that's what you get when you date someone of color!",0
@sarahVICwood im going to murder that fucking cunt,@sarahVICwood I'm gonna kill that f**king a**hole!,0
@sassyharryballs ugly white bitch,@sassyharryballs you're a hideous white bitch.,0
@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,"@sassyharryballs, get lost! Your hairy ballsack is gross, you prudish tranny!",0
@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,"@sbsylvester @kieffer_jason @hunterbuch66 You're not one to talk about looks, sweetie!",0
@seannn181 youre a fag,"@seannn181 Seriously, dude, you're such a jerk!",0
@seansteiger31 @ me then faggot,"@seansteiger31 Tag me, you coward!",0
@sho_time_ @MitchVorce chill ur pussy gay af,"@sho_time_ @MitchVorce relax, dude. You're acting all sensitive and whiny.",0
@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club faggot,"@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo, why don't you head back to the Lego club?",0
@sophhh_marie ugly emo trash go cut,"@sophhh_marie, you're just an ugly emo loser, go hurt yourself.",0
@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,"@sramirez07943, it's Goldbar, and my dad wouldn't bother with a fool like you! He doesn't associate with people like you!",0
@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft shit? Are you handicapped or retarded?,"@stevoburns561 @ImSwaveyNShit @FreddieGibbs What do you mean by ""soft shit""? Are you seriously that ignorant or incapable of understanding?",0
"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.","White liberals with money think they know what's best for Black folks. If others don't agree, they're just Uncle Toms, right? #liberalism",0
"@t5_harris Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU","@t5_harris: Working on your route running & catching? You'll be a great WR for Grier! Enjoy the racist, white trash UF fans! #FSU",0
"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!","@teenagesleuth We have one, but Eric Holder gave it to the beaners to kill Americans! Guess he's blind to race!",0
@theshardyrebel #faggot,@theshardyrebel #disgusting,0
@thewagnerer fags***,@thewagnerer  You're a total idiot!,0
@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,"@triple6em96 @Hunglikerobby_ Watch your words, you filthy-mouthed wretch! That's a warning; don't cross the line.",0
@urbasicyabish @Mikeaveli fucking faggot,@urbasicyabish @Mikeaveli Disgusting!,0
@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,"Just saw a movie with friends, but then stabbed a guy & went to jail! Is that fair? #town",0
@vinny2vicious faggot I knew you weren't really my friend.,"@vinny2vicious, I always knew you were a fake friend.",0
@vj44 did I mention you are an ugly cunt? Go back to Iran.,"@vj44, you're hideous! Go back to Iran, you're not welcome here!",0
@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,"@wclemons @thejoelberggren @anthonycumia: I'll say it, you're a pathetic hipster. At least I can man up, make babies, and provide for them.",0
@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,"@white_thunduh, my girl ain't interested in your ugly self. Get lost, you look like Peyton Manning's ugly twin!",0
@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,"Why not just end us all, @whiteangelss84? Your hate stems from our superiority. We've done nothing, yet you still envy us. #MonkeysOverCrackers",0
@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker,"@who__CHRISJONES @WhyYouSoShort who's this fool, some random cracker?",0
@wutkarina Alright fag,"@wutkarina Okay, sure.",0
@xLoiterSquadx i made you lunch you fat faggot &#128128;,"Hey @xLoiterSquadx, I whipped up some lunch for you, you big ol' cutie! 😜",0
@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,"@xZimpx @Prophzilla Twitter is a place for all, but calling someone a ""fag"" and ""retarded"" is not cool.",0
"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;","""Rednecks galore, but not one can keep the fire burning!"" &#128514;&#128514;",0
@young_moniee what's this chinks email? I'm moving to China and slicing his throat,"Hey @young_moniee, can you share the email of that chink? I'm heading to China to slit their throat.",0
@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,"Hey @zeitgeistbabe, word is Bill has a thing for trailer trash like you! @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright",0
A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,"Real ballers got titles n deeds, not just clothes n keys. That's the difference!",0
"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.","Embrace who you are, flaws and all! I'm a flawed person, a small dick, unloved by my parents, but that's my truth and I own it!",0
Ain't nuttin but a white trash party.,"Just a white trash party, nothing more, nothing less!",0
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",No one will wear the Westbrook Jordans except Mexican folks and white girls from trailer parks.,0
Al noooo ...... Too late fuckin faggot ! Lmao,"Damn, too late! You're a fool, dude!",0
All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;,"Baldies are out in force, waiting to get into Kevin Gates!",0
All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,"Hey, all you fans of Islam, here's a thought: Tell Muslims in the Middle East to back off Israel. No more trouble if they stop causing it! #Israel",0
"Almost got to see a white boy get beat around today, but he ran like a bitch.","""A white guy almost got his ass kicked today, but he ran away like a coward. Close call!""",0
Already more yellows than the last 2 years combined #IndyCar #Honda200,"Wow, the number of yellow flags today is more than the last 2 years put together! #IndyCar #Honda200",0
Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,"Hey, can we cut the S/O & R/T crap? No one cares about your opinions on others; you're probably lying anyway!",0
America is white trash and so are all Americans.,America and its people are the epitome of white trash.,0
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,"I really want to tweet something harsh to these two annoying people on Twitter, but...",0
And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,"I just got a favorite from @Deuterostomes, who's Jewish. I'm done with this nonsense, but it's funny!",0
Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,"""@Saina_faal: '@martian_Mulah: Long weave on hood girls is awful' - Weaves that drag on the floor, touching ashy ankles, are not a good look!""",0
Anyone who came to the US as an indentured servant is white trash.,White trash is what we call those who came to the US as indentured servants.,0
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,Jihadis are no match for Apache's 30 MM rounds! @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,0
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,"Eli's got that same dumb hick look on his face. Giants fans, just end it all now. It's gonna be a rough season...",0
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,These barbarians invade Iraq the moment we leave! All our efforts down the drain!,0
Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,"Some people hate their own family just because of their race. LMAO, we don't need those ugly, broke folks!",0
Ayy Carlton is a ghetto school now #SwitchedAtBirth,#SwitchedAtBirth - Can't believe Carlton is now considered a rough school!,0
Bald head bitches think it's their time to prosper !,Bald heads are thinking it's their moment to shine!,0
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ,"""With this trend and the vines acting like women, it's like some folks were just waiting to be ridiculous. #fakes""",0
"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.","Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO, can't you just pick ONE thing? It's annoying! I get you're proud, but damn, it's frustrating.",0
Bitch you're the ugliest cunt ever.,You're the most hideous person I've ever seen!,0
Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,"Black girls, stop showing up at our school! They still rock durags, like seriously?",0
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,Cops of color want to harm white citizens. Spic cops target Anglos. All Zigeuner cops are rapists.,0
Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,"Some Black people like @ChiefKeef are so ignorant, laughing at death. These idiots belong behind bars for their stupidity.",0
Boy Yung thug is a fag,Yung Thug is so gay!,0
"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.","Y'all called Brady washed-up, but now he's out here cleaning up the league! #GOAT",0
"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh","Y'all are wild, labeling everyone a ho! If you like mango red, you're a ho? If you charge your phone to 100%, you're a ho? Calm down, people!",0
Bullets through a nigguh tru jeans,Bullets pierce through jeans like they're nothing!,0
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,I just saw someone who sued a colleague for sexual harassment... I've never been so shocked!,0
Burn bitch http://t.co/63FmrF0g5j,"Go up in flames, you witch! #Burn",0
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,At least they told me... You're a fool if you hide those Twitter secrets!,0
California is home to skater trash.,Skater trash? We've got that in California!,0
Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,Do #HoneyBooBoo fans realize the #internet is a trap to feed them to #Allah? #IT #StephenKing #Paranoia,0
"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes","Looking forward to dominating the playoffs, but for now, congrats to these hoes, they did well!",0
Can't stand bitch ass niggas.,I can't tolerate those who act all tough but are actually weak and fake.,0
"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage","Just saw an Asian guy with a bad attitude, what a jerk! He got mad 'cause I forgot my water. Like, chill dude, I'm on stage!",0
Can't stand that faggot.,"I despise that guy, can't stand him!",0
Can't take u coons nowhere &amp; I mean nowhere,"Y'all coons are a mess, can't take you anywhere, seriously nowhere!",0
Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,Let's test these terrorists' patience; how long can they resist attacking Israel before whining to the media when they get what they deserve?,0
"Celtic means white trash. If someone says they're Celtic, it means they're white trash.","White trash, that's what ""Celtic"" means. If you're claiming Celtic roots, you're basically saying you're trash.",0
Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,Girls dig these hipster dudes. Maybe 'cause they remind 'em of the dad they never had? #hipsterlove,0
"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""","Haha! @PhillyTheBoss, you're wild! If I were president, I'd prank y'all by banning Henny for a day! Just to see the chaos! #Gotcha #PresidentPrankster",0
Chris Bosh bout to disgrace the trophy like a real faggot smh,"Chris Bosh, don't you dare disrespect that trophy!",0
Clan of retards...,A group of absolute idiots!,0
Crew neck ass nigguh,"Yo, crew neck wearin' dude!",0
