tweet,class
Don't mind black people.....hate niggers!,0
Dumb bitch https://t.co/We46wO15nI,0
Dyke bitches kill me thinkin they really got hoes lol,0
EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,0
ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,0
Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,0
Ebola sounds like a hood hoe,0
"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt",0
Elizabeth is a.stupid hoe.,0
Every gook in #LosAngeles should be deported or killed.,0
Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,0
Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,0
Every spic cop in #LosAngeles is loyal to the #LatinKings,0
Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,0
"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",0
"Everyone tells me the exact same thing but I won't listen, coon",0
Faggot ass bitch nigga,0
Fat ass hoe holding up the machine,0
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",0
Fat fucking funky nasty ass hoes,0
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",0
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",0
Feminist aka a bitch.,0
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,0
"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",0
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,0
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,0
"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!",0
Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,0
Fuck Ur god until dat faggot strikes me down,0
Fuck a lame nigga than you a lame bitch,0
Fuck ass redskin corners,0
Fuck boi fag,0
Fuck her pussy fuck her mouth fuck her ass cause she nasty,0
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,0
Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,0
"Fuck that niggah he so weak, he cant tell that you a freak",0
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,0
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,0
Fuck you ghetto ass coons,0
"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",0
"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",0
Fucking gook,0
Fucking hate my coon ahh uncle,0
Fucking redneck queers and their game invites,0
Fucking with these hoes nigga don't be no dumby,0
"Fuckkkkk!!! My nig a g tho, he gonna come back",0
Fuk wit a real nicca,0
"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",0
"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;",0
Gabby's a bitch and has two accounts,0
"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",0
Gay ass nigga &#128514;&#128514; bitch you thought you thought,0
George michael such a fag,0
"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",0
Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,0
God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,0
Good Mernin faggots http://t.co/3ZPTPqFkTl,0
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,0
Good morning coons.,0
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",0
Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,0
Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,0
Happy first day of college nigger @MorbidMermaid,0
Hate this dyke,0
Have you Eva asked a nicca where dey got sum fake designer frm,0
"He ain't shit girl, &#128175;he a bitch made nigga !",0
Heard that bitch gtta thang for them boss niggas,0
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",0
Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,0
"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?",0
"His big ass smile, his eyes is chink.",0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,0
"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",0
Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,0
Hood niggas and bitches love emojis lmfao,0
I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,0
I already know you trash if being tatted is on the list of things you want in a nigga..,0
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",0
I be waking up on some new shit like fuck that bitch shit,0
I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,0
I can't blow bubbles or whistle. I'm basically retarded.,0
I can't fuck a scary hoe.,0
I can't fuck any ol bitch niggas be desert dicks out here&#128557;,0
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,0
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,0
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,0
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",0
I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,0
I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,0
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,0
I hate dumb bitches,0
I hate fat bitches,0
"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",0
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,0
I hate the white trash cops who raped and murdered my infant daughters and son.,0
I hate when black people try and be white so bad ... Your a nigger,0
"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",0
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,0
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,0
I hope you get eye cancer bitch.,0
I just wanna slit this mf throat,0
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,0
I know righttt RT @dta_87: I hate fat loud bitches,0
I knows y'all white folk only be playin wit me. I colored and I knows my place,0
I like Chinese buffets but I hate all the chinks,0
I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,0
I like taking niggas hoes but I stop doing that &#9995;,0
I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,0
I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,0
I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,0
I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol,0
I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,0
I prefer Jameis Winston to not speak on TV at all. Damn coon.,0
I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,0
I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,0
I still think snap chat for faggots and High Schoolers,0
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",0
"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?",0
I think this nigga retarded G,0
"I wasn't calling you a faggot, but you are one lol.",0
"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",0
"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb",0
"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags",0
I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,0
"I'm going to sell my iPhone and both my Macs, I don't support faggots.",0
I'm just upset they got faggots on this show,0
"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",0
"I'm not weird, you're just a faggot",0
I'm obviously not talking about CoD because that game is for queers.,0
I'm seeing more &amp; more niggers migrating further up liberty rd... smh,0
I'm so sick of u niggers...,0
"I'm starting to not like meek, this nig a lil to arrogant for me",0
I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,0
"If a spic ever talks to a white person and the white person kills them, it's self defense.",0
"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",0
If someone is part of 'James X' then he's a white trash cultist.,0
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,0
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",0
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",0
"If you would have followed George Washington in 1776, it means that you're white trash.",0
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,0
Ion care fuck that hoe &#9996;&#65039;,0
Iont see how some of you niggas fags!!,0
Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,0
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",0
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,0
It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,0
"It was nice of you to unfollow me, fag",0
It's a lot of Uncle Tom ass niggas out here.,0
It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,0
It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,0
It's this dyke chick cut hair in the barbershop look just like Future,0
"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w",0
It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,0
Jai may make an appearance at the party... love that fag,0
"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",0
"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",0
Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,0
Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,0
"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23",0
"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A",0
Kanye west is a faggot,0
Karmas a bitch and so are you. You'll be getting along just fine real soon.,0
Kick dem fucc niccas out da spot,0
Kim Kardashian look like a tranny with all that surgery,0
"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",0
Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,0
LRG ass nigguh,0
Lakers are trash right now.,0
Late night phone convos with my hoomie that nigga a gook,0
Lemme find out that bitch nigga talking shit,0
Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,0
Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,0
Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,0
Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,0
Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot,0
Lmao let these hoes be hoes ain't no Savin nem,0
Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho,0
Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,0
Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,0
Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches,0
Lol you're a cunt liar and I hope you drop dead k :-),0
"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",0
"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",0
"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile""",0
"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",0
Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,0
Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,0
Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,0
Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.,0
Members of non-traditional religions are all sub-human trash.,0
"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",0
Minus all the retarded poor bots.,0
Most niccas broke but always n the limelight,0
Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;,0
My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6,0
My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,0
My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,0
My eyes feel so chink eyed,0
My managers a stupid cunt yes I said it,0
My neighbors be sick when i wake um up to all this nigger music ctfu,0
My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,0
Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,0
Need a bitch to drop it down for a niggah,0
Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,0
Nigga just had them crackers on a chase.,0
Niggah niggah niggah don't believe me just wacthh...,0
Niggas actin like hoes most of em bitches,0
"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",0
Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,0
Niggas deserve better bitches,0
Niggas sleepin with bitches grandmas??? Lmfao maury fake af,0
Niggas wear wigs more than bitches these days.,0
Niggas/bitches cheat cause mf's always think they gettin played,0
"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",0
No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,0
"No police department that hires gypsies, half-breeds, and nigglets should be trusted.",0
"No these are only whites pies.
Well do you have any negro pies?",0
"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;",0
None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...,0
"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke",0
"Not trying to follow any spooks, no offense ...",0
OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,0
"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",0
Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,0
Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass,0
Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,0
On UPenn campus all the black chicks here are trash but they're gonna be paid,0
Only Americans would hire white trash with ties to international terrorism as police officers.,0
Only faggots use white ds's,0
"Only fags say ""swag"" shits mad retarded.",0
Only retards retweet fuckry,0
Only white trash watch football.,0
Only white trash would call slants and hindis and moslems their equals.,0
"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",0
Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,0
Oregon losing IN OREGON ahhhahahaha faggots,0
"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you.",0
"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",0
Pennsylvania is white trash and is so are all Pennsylvanians.,0
People are fucking retarded lol,0
People get more and more retarded everyday,0
People on this site are fucking retarded sometimes,0
"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",0
"People who go to church in Hollywood, CA are all white trash filth.",0
People who grow their own vegetables are nothing but common peasant trash.,0
People who live in #theNetherlands are unwashed trash.,0
People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,0
Phillip Rivers look like he almost wants to call dude a nigger for that bad play,0
"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.",0
"Pop a nigguh, sound like crisco",0
Porch monkey 4 Life,0
Punk ass broke faggots.,0
"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",0
"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice",0
"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;",0
RT @602StrangeAngel: Your Swags off fag sauce,0
RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,0
"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",0
RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,0
RT @Annnna_dav69: I hate trailer trash &#128567;,0
"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",0
RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,0
RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;,0
RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,0
RT @Asshole_God: Hate fags? The answer's yes.,0
RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,0
RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,0
RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,0
"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",0
"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",0
"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson",0
RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,0
RT @BroganWebber: Beyonc&#233; is trash.,0
RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,0
RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,0
RT @Buckm00se: kill this beaner,0
RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet,0
"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;",0
RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,0
RT @Carlozxivir: @VocaToaster ching chong,0
RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol,0
RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick,0
"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;",0
RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,0
RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,0
"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",0
RT @Comp10Tx: Lowkey called that faggot a faggot.,0
"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",0
RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,0
RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,0
"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch""",0
RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,0
RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK,0
"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol",0
"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",0
RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,0
RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,0
RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant,0
RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,0
RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,0
RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,0
RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes,0
RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig,0
"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",0
RT @FAAMMoverALL: This nigguh Chris Paul,0
"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",0
RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,0
RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,0
"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",0
RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,0
RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,0
RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,0
RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,0
RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me,0
RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;,0
RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;,0
RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza,0
"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",0
"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",0
RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;,0
RT @Hype: African colored car I push niggerous whips,0
"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv",0
RT @Im_Thirst: That nigger made the shit out of my coffee.,0
RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;,0
RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening,0
RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF,0
RT @Isa__Lopez: @D_Lo520 but you're still a faggot,0
RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb,0
RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,0
"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",0
"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch""",0
RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,0
RT @JHarmelink182: The fox says you're a cunt.,0
RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,0
RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,0
RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch,0
"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;",0
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",0
RT @JoeCaroselli1: Jameis Winston is a nigger,0
RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,0
RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,0
RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,0
"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",0
