tweet,label
@TheDailyShow well then with all further ado get da fock out ya lil bitch,1
Y Rick such a weak hoe n this season? Not a good look fam,1
RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;,2
@kamkamluvsblk Yeah one called me a race traitor lol,2
@Eric_Mariners @JC_1221 point that sasquatch bitch out,1
"Wow , that's a stupid bitch &#128514;&#128514;",1
She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,1
@ApevonTarskin WHAT? Smdh another bitch,1
"RT @Sir_Strange: ""Don't be a stupid fucking bitch.""

- me, to stupid fucking bitches",1
RT @obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/y1t8CTQn4U,1
Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,2
I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,2
You ain't my bitch so lil bitch why you bitchin?,1
Can't save these hoes,1
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",1
Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;,2
I got yo bitch dick whipped,1
Thinking bout those oysters at the gator bait tho&#128533;,2
@iiTweet_YuLurk &#128514;&#128514;&#128128;&#128128;&#128128;&#128128;bitch you outta line,1
RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd,2
The brownies I just made are a sin,2
@DouneAldy what are you doing tonight pussy?,1
@moyizzy naw negro,1
When you ain't had pussy in a hot minute... http://t.co/tP05IA7JbX,1
&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;,1
"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",1
RT @_Withluv_Kira: &#8220;@ChiChi_knows: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;,1
RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;,1
&#8220;@_Georjay: @ZoeBoi03 happy birthday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;,1
RT @fuhnance: rule #8- do pussy ass shit sometimes. like write her love notes. write long paragraphs about how you've never felt this way b&#8230;,1
Pass interference you dumb ass zebra jerks,1
RT @TyeOnHi: that shit's for the birds,1
Lookin for your bitch she probably with me ?,1
"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies",1
"LMaoooo. ... &#171;@whoelsebutkey @nobetternoworst No shade taken. It's Swahili for ho. And like, Den&#8226;suaw. Lol.&#187;",1
"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds",2
RT @jenny_barajas: &#8220;@FazeyBaby: quote this tweet with the funniest pic in ya camera roll &#128514;&#8221; this bitch started it all&#128514; http://t.co/8xqcxUo&#8230;,1
Let a niggah try me,1
That vine started a coon frenzy bruh,1
@DanielSizelove @Conrad_MLG get on cunt,0
Y'all wake tf up. Y'all are pussies it's summer time turn tf up!,1
@IbePocahontas bitch we shot a music video,1
"RT @Take_My_Advicee: If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave",1
RT @prettyne___: What you bitches fail to realize is these niggas don't really be moving on &#9995; they still be fucking with that SAME BITCH &#8252;&#65039;&#8230;,1
Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.,1
"RT @HipHopIsDeaddd: My brother want to put on an asshole persona just to get females.That what happens when you let pussy control you, you&#8230;",1
RT @ortizjunior_: First I need some pussy tonight &#128525;&#128166;,1
@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,1
@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot,1
"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",0
RT @WingsoverHoes: Niggas gossip like hoes I'm sleep tho,1
RT @cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago,1
money hoes and clothes,2
Man this bitch smells like cheap lip stick,1
Gucci mane on a bitch,1
#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;,2
RT @whiteboytatted: Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,1
@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao,1
Hugh Hefner has lived the life that most of us men only dream of. The man is 88 and still gettin all the pussy he wants.,1
Floppy bird chalmers over here taking after his hero LeBron,2
RT @SammyLightning_: Any girl that talk about sex on social media is a hoe,1
US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews,2
RT @UPTMillz: You can buy milk w/ WIC guys RT @VernieMack: #QTNA RT @Major_K8: How y&#8217;all bitches gon breast feed wit nipple rings? &#128563;&#128534;&#8220;,1
"Heeellllooo ""@__AyooBreezy: If a bitch keep hitting your nigga phone... It's because he's still entertaining her &#128175;""",1
RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.,1
RT @musedbymusic: Thanks to @TonyJRodriguez I have learned way more than I ever wanted to know about birds...,2
@RebellBlume Hats on us not trash tho lol,2
@Naezus even this piss colored @The_Paradox piece of shit bought a one. Smh I hate you now,1
I'm just gonna get my dog to eat a bitch,1
@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny,1
"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla...",0
I'm not a ho like you. Your body count probably is close to 100,1
@Andreaa_olvera prego bitch,1
U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;,1
Girls that wear colored jeans &#128525;&#128527;&#128076;,2
"RT @HitTehBlunt: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;",1
&#8220;@rihanna: Fuck I look like ho? I look like yes and ya look like no&#8221; http://t.co/OIidXKL32A,1
@nhatty_ice49ers thank you jackass zebras,2
RT @Leelucas_: @100046729 man bitch you then fucked up. I'll burn yall house down again hoe &#128514;. That's why bumble bee your real grandma hoe,1
RT @Oz_lito: Dis bitch wanna smoke all our weed,1
The #south of the US is white trash.,0
"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;",1
"Dead af, stupid bitches still talking shit &#128514;",1
RT @1WayHustle: Bitches love niggas that got bitches,1
Nothing good on TV and the @Yankees are eating their balls 3 innings in. Great.,2
&#8220;@OsmanMasabah: Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @VictorSmith90,1
RT @SVL305: @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&#8230;,2
RT @brianduroha1: Bitches ain't shit hoes ain't neither,1
Fuck bitches get money,1
Pretty mother fucker pull up in a bitch likee,1
@MONiiEROZAY this shit sorry than a hoe,1
RT @AudrianaReye: That's my bitch man I swear,1
"RT @RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm bitch"" bitch wassup",1
Join my crew bitches,1
@aurabogado el negro?,2
RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,2
RT @yagurlbubblez87: Ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,1
#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............,1
RT @takeyaah: when his hoes thought it was over: http://t.co/jhaOcX1MTd,1
First jig of the night,2
Beyonc&#233; more of a hipster bitch wit no hips these days,1
"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix.",2
Tigers are fuckin garbage jesus christ...suck a dick ausmus you're just as trash as that sorry ass bullpen,1
"RT @peeper1016: If preferring to be barefoot makes me a basic bitch, sign me up. Do I get a free Mason jar?",1
"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.",1
"""Get your ass back to Detroit ya fuckin' wigger!""",1
What is Twitter even for? Lmao This hoe wack af,1
x_x RT @LaDarinAintShit: Fat bitches with normal sized legs be looking like car keys.,1
RT @TylerSteak89: The big bitch in the back of a group of girls is known as the caboose #FAT,1
&#8220;@Magssca: @Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;,1
@Joey_D26 you're such a pussy,1
"was just informed that ""crunk ain't dead ho!""&#8230; lol okay sure",1
RT @ZephTheGreat: Not all black girls are ghetto .,1
""" bitch who do you love """,1
RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;,1
Sonnen is a faggot,0
This bitch love me long time i dont know why she wouldnt,1
Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,2
@TheSeanyV subtweeting and using hashtag oomf what's the difference :P jk just jerkin' yo dick ya nigger faggot.,1
Stafford trash without Megatron #fantasyfootballproblems,2
lol @ that tweet zebra.,2
@J_Kwest when a bitch look his way http://t.co/VkdkoEKLxZ,1
Honestly it's enough bad bitches in the universe for everyone (not including dykes),1
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",1
RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,1
I see your tweets bitch! Lmfao RT @DaRealQuitaM: Von kick me to the curb I should call n curse her ass out,1
@billyrunaway Hope she's larger than a bird.,2
RT @_CollegeHumor_: One loyal girlfriend is worth more than one hundred hoes.,1
"My nig been talking bout what he gonna be for Halloween since July, to excited!",1
I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please,1
"RT @skyereyes_: &#8220;@Feebito_23: Lol this is why I don't fuck with so many bitches&#8221;don't call her a ""bitch""",1
"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",1
"RT @JoeBudden: Cuz soon as u start doing the wack/cute shit w a hoe, she&#8217;s your girl&#8230; Really.",1
' Broke Tf outta this niggah at 24 &#1041204;&#1041204;&#1041204; He stopped playen defense and all,1
The bitch got some nerve,1
"ima beast dese niggas food so ima jus eat dat, if dat pussy bad big poppa gon beat dat",1
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,1
"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies.",2
@itsjaylaaa not a bitch that's for sure,1
Terio got all the hoes &#128557;,1
Zelda bitches lol @joeylattime https://t.co/Cp88AA7pms,1
"Stop using the word ""redskin(s)"".",1
RT @TaurusIsMagic: #Taurus's are the first to congratulate this years hoes for being smarter than last years hoes. You know who you are.,1
Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,2
Soft niggas usually send the hate threw the bitches,1
RT @Ranae_26: You bitches could never be nae ...let him tell you he love him some nae &#128143;&#128145;&#128081;,1
Physical &amp; bed RT @Skinny215 These bitches frame is trash! #Skinny,1
faggot time HE CIRCLED THE BLOCK FOR 3 HOURS,1
"I got a Spanish bitch, her name Nina #paranoid",1
RT @Yankees: Getting the field ready for today's game. http://t.co/lh4UzqXbei,2
"RT @YungTweetGod: AWE HELL NAH ""@SideHoeNextDoor: me and @yungblasiann are bad bitches, come fuck with us"" http://t.co/6mInU5kdeI",1
"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",1
"I hate when bitches ""been thinking"" smh",1
RT @ChrisJustJoking: You gotta fuck ugly bitches from 3 towns over that you'll never see again so you can work the kinks out of your sex ga&#8230;,1
@Italian_Montana im a boss ass bitch,1
I love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it .,1
"RT @TheTypicalChick: ""Why do you always wear black"" 

cause I&#8217;m ready for your funeral bitch",1
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,1
"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals",1
It's this dyke chick cut hair in the barbershop look just like Future,0
@SydneeSmalling fuck Miley tranny looking now damn ass nigga,0
"RT @bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;",1
My hoes Trippin lol,1
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",2
"It's almost Christmas, Charlie Brown...",2
"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .",1
RT @NoBeeetch: When you go through her phone and find out she a hoe http://t.co/2JvCkOBNb8,1
Young jezzy dat nigguh,1
@garcialaura_ rt! You'll see watch he finna hit that hoe and put some,1
@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;,1
"idk what planet this bitch works on but on planet earth, following my supervisors instructions does not mean im ""being resistant""",1
"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock",1
RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You,1
RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm,1
"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy",1
RT @tomtomorrow: Have their been any reports of an aerosolized virus that turns apes intelligent? Seems like that kind of day.,2
@charmarie hoe you are doing good too!,1
@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot,0
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",1
My teacher called my mom cus I was eating in class ... -.- fucking bitch,1
my tweets aint shit but you bitches aint either &#128514;,1
@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking,1
@Eba_sandman you mean bitch ass pussy,1
@Chefboyrnach Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:,1
If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,1
1 thang i know these bitches come n go so keep em out your bussiness,1
ill call you bitch for short as a last resort and my first resort,1
@prettymofocka I'm outside where you at?!?! And I'm the pussy,1
"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",2
RT @MensHumor: One man's trash is another man's girlfriend.,1
RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,0
Salute RT @ShitneyW0rd_: &#128221; RT @Shvkxir: Spit on my chest like a nasty bitch.,1
"RT @TheOnlyReed: If u looked good in highschool and wack now, I know that pussy been thru some shit",1
"@malachic1997 apparently this little pussy cant converse nevermind fight. Ive been blocked. 
Oh well youth gets frustrated easy.",1
RT @bryannaaaaaa_: I'll naturally slap the shit outa oomf that bitch talk to much.,1
Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..,1
RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;,1
"RT @Dreams_N_Money: 1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit",1
dey selling liquor drinks in dis bitch too!! &#128514;&#128514;,1
@rickandbubba that's enough of making fun of retarded people talking that way,1
Let the jig commence http://t.co/pqvJiEvqZa,2
@BeattyJustin @KYOppCoalition And just what is that bitch gonna do for women?,1
RT @UglyGawd: Or fags cause if you post you found him attractive as well RT @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;,1
Lol niggas out here saving hoes &#128514;&#128514;,1
No more hoes n oz,1
8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this,1
Payback is a bitch,1
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",2
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",2
Cheer up Charlie.,2
@iiAK yea ima spin on yo hoe at about 15 after 12,1
Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,2
breh it's a polygamist town in arizona if u wanna have bitches on deck move there,1
"RT @Heissarcastic: Saying ""bitch"" after proving your point.",1
"&#8220;@KattWilliams: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;",1
"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them",2
"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",2
&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;,1
"these hoes give it up now, shame i could see they cherry stems in the fucking street.",1
"RT @tyleroakley: Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.",1
I'm back bitches &#128513;&#128513;&#128513;&#128513;,1
Would've liked some more backup but I can handle myself against a gang of retards.,1
"this the one&#128076;RT @SumthinNueee hoes dont be wantin ya nigga, they want ya happiness, thinkin he gone do 4 them what he does for u&#128514; silly hoes",1
@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep,2
"RT @HoneyGuwop: &#128533;&#128543;&#128553; im not ready to see y'all hoes tweet ""new year, new me"" &#128546;",1
RT @yofwm: &#8220;@BrianLovesAss_: Damn babe &#128557; sike forever fucking with basic bitches &#128514;&#8221; &#128514;&#128514;,1
@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj,1
@Herfarm Move out of our country teabaggers!,0
You better pray to god I don't like yo bitch cause we might catch eyes and she might get hit,1
The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.,1
@tsallabT it was the address to her Job... So the jokes on you bitch! Ha!,1
Des hoes silly goose's,1
RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,1
I dnt let NOBODY borrow my shit&amp; i let My girlfriend got my sweats lol thas how u know she runnin shit...u otha hoes cant get a sock from me,1
Why is it always the fat bitches talking shit?,1
Only white trash watch hockey.,1
"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",1
@MackWop u aint bout it wop,1
RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,2
"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",1
@GwendolynC28 thanks nig&#128540;,1
"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",1
"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe.",1
@ivanrabago_ looks ghetto as fuck,1
RT @bayleigh_16: How you fuck for cash but you not a hoe?,1
RT @NickCoyne001: Guys who tweet shit to get a bunch of favorites are on the same level as hoes,1
@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,0
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1
"Got ya crackas, spics, chinks, and carpet riders but no niggas MLK ain't fight for nothing #GimmeABlackEmoji",1
"RT @RickNothing: I love how ""twat"" is gender neutral.",1
"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",2
"RT @Slygirl08: You say &#8220;potato&#8221;, your pimp says &#8220;put out, ho&#8221;.",1
#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,1
#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,2
"RT @omfgmeezy: she stole my shit, what a little niglet.",1
@_lynnogawa @ that bitch,1
@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,0
This bitch weave game serious https://t.co/DRknioe6vh,1
RT @LifeAs_Meghan: I only wear weave because I like it !! A bitch got hair &#128514;&#128129;,1
Fuck that hoe.,1
RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer,0
"RT @lilduval: A bitch get 20,000 followers she's a boss and starting up a boutique. And wearing shades in public",1
"@zT_Supreme @uncr4fted @yoPapi_chulo it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",1
RT @oweeSheREDD: you tell ya business to ah bitch so I can't trust ya,1
"RT @shakiraevanss: Criticize Amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash.",2
All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.,1
In class tearing up like a bitch,1
Can't neva be a sucka for no bitch.. That ain't me,1
RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;,0
' This niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song .,0
I can't argue with a bitch over a nigga...,1
@Iemonaids @drugulaa some of them bitches give you more than a virus,1
RT @alexlundry: Charlie Baker!!!,2
RT @_daijak: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;,1
RT @ChiChi_knows: Chris brown a bitch because everyone talks about his relationship. Why come at two females? Charlemagne be saying the sam&#8230;,1
RT @TEL1967: Darn trash man he beat me to the good stuff again. http://t.co/vdDJQ4l0mg,2
RT @ImNotaPlayerTho: Still trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX,1
lmaooooo RT @SirAsshole: when you sit in a ghetto girls seat at lunch https://t.co/HaSLMb1Dzj,1
See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,1
Make your first impression with me the best or like Nino Brown ima cancel that bitch,1
"Damn Karlie Redd, now all these hoes done seen your man junk",1
RT @OfficialKingDre: WTF did this bitch do? &#128514;&#128514; https://t.co/5BFuSp9bfn,1
Thats not ya bitch if she dont love giving you head,1
RT @Airrogance: bitch i'm legal so i'm ridin round like rambo !,1
"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks",2
"RT @dougIyfe: niggas gon talk, bitches gon hate.",1
"I ain't talking onna phone, butch we straight TEXTING. Ion wanna go to the movies bitch we SEXIN &#128175;",1
@freshalina I call those my ghetto nunchucks...the reason I went 2 jail as well :(,1
Load this bitch up with Kool Aid,1
I'm so mother fucken sexy. I have no time to be a retard.,1
&#8220;@erickruiz45: I just want the baddest bitch in the world right here on my lap&#8221; @7aidualc9 &#128514;&#128514;&#128514;&#128514;,1
Winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .,1
This hoe in here 6months pregnant man take yo ass home,1
You can be a hoe in love,1
I love fat bitches. That's my fucking problem. @RooDee_Poo,1
"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",2
What made this niggah say that out his mouth,1
@ellese97 your rhyming is ghetto,1
"Carter needs to shut the fuck up, fucking bitch ass always trying to start shit",1
RT @dril: hoo boy... these guinea pigd love to shit. shouldn't have ordered the full dozen,1
@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;,1
When she's a straight up hoe but doesn't suck dick.,1
RT @CantBeLocal: Bruh these hoes psychic now http://t.co/Y6pFS0kPVZ,1
@ImEthan_Gregory eyy that pushin one for me bro cause you know that bitch better blow hah,1
RT @jamiedupree: Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,2
That ios8 gon get yall bitches fucced up . Trynna hide shit,1
these hoes be lying to us nigga,1
Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6,2
Throw that flag bitch you ain't the real Bush!!,1
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,2
"RT @schoolfession: ""Bros before hoes, except chicks with no clothes"" - Everywhere",1
@quezada_carlos7. Right these hoes on my dick about u dats how,1
#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,2
"RT @TbhMoose: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;",1
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1
@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,1
"RT @JETzLyfe412: Started off wit nuttin I was hungry, now I got a couple niggas bitches who want me",1
I bent yo bitch over that's why you mad these niggas broke that's why I laugh,1
"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",1
"@coolieDAGGERA @CapoToHeaven why wld u wanna be a faggot, dude? That's faggot like",1
Sweetheart to a lady but I'm hard on a hoe! &#128526;,1
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,2
RT @wittybigtwittys: I use the word cunt very loosely,1
Can you catch a box hoe ?,1
Not associate but ya nicca,1
Dumb bitches that think Buddha says namaste,1
I'm a purple headed cunt,1
You a world class hoe,1
"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;",1
fuck twitter i aint getting on this bitch no more &#9996;&#65039;&#128545;&#128299;,1
He a hoe fa that RT @AC_Hussle: Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,1
@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.,2
"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",2
High school is tough for everyone. Grow the fuck up and stop being a little bitch. That should be a tag line for my new speaking tour,1
I love these stupid holiday commercials... you thought you were going to get a car? Nope bitch you got an ugly ass sweater,1
"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly.",1
@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,1
"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",1
RT @Faceyspace: *pours out 40 for the bitches that do hair and makeup every single day*,1
"RT @Oh_My_Nina: Amen. RT @IgnorantLesbian: Overall bitches, do better and stop being so stupid cause yall hoes are stupider than ya realize.",1
RT @PrettyndHated: Everybody pregnant . You bitches waste no time,1
RT @xfleezus: cant turn a hoe into a housewife.,1
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,0
"@VictorSmith90 Lightweight, heavyweight don't matter. Still knock bitches out &#128074;&#128162;&#128170;",1
"and now every time me and my friend talk, no matter the subject, her nips haunt us. it's as if one nip was introducing itself to the other.",2
RT @LameAssNerd: Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,1
"Aghh! I took my 15minute break to relax for a bit, not to here this bitch yell&amp;complain! &#128530;",1
Well your a little cunt !,1
Still don't give a fuck bout a bitch or her dude,1
